epoch,phase,train_loss,val_loss,train_acc,val_acc
43,frozen,1.426736095705407,1.4896049341157975,0.4539810647214031,0.41154562383612664
44,frozen,1.4299217085096012,1.4967847270746544,0.45289461431010397,0.409683426443203
45,frozen,1.4427247394339446,1.508389619919619,0.44350457861244763,0.41185599006828055
46,frozen,1.4321315330728581,1.4889993618024497,0.44862641626571476,0.4137181874612042
47,frozen,1.4231436031493419,1.487056811650594,0.45483470433028095,0.4137181874612042
48,frozen,1.4241924913296247,1.4963005134439262,0.45429147912463136,0.4165114835505897
49,frozen,1.427805540725605,1.4843257818068132,0.4534378395157535,0.4171322160148976
50,frozen,1.432015071277124,1.4922109518193223,0.4525841999068757,0.4068901303538175
51,fine_tune,1.2275090330453386,1.1802833610850783,0.5336799627502716,0.5412787088764742
52,fine_tune,1.0371390765412298,1.1088546757221518,0.6193543380412851,0.5769708255741776
53,fine_tune,0.9266583135866997,1.033174311167553,0.6649076517150396,0.6241464928615766
54,fine_tune,0.8292968470765699,1.0145314441268893,0.6988980288685395,0.6359404096834265
55,fine_tune,0.740334515206732,1.0366558408899975,0.7331988204252677,0.6315952824332712
56,fine_tune,0.6530120851607606,1.0487348958618665,0.7672668011795747,0.6492861576660459
57,fine_tune,0.5665995598662701,1.0817846925564985,0.7984634487040199,0.6517690875232774
58,fine_tune,0.49799316858775344,1.152119467748314,0.825624708986497,0.6523898199875854
59,fine_tune,0.40064387255419526,1.2007557011627397,0.8533291944746236,0.6688392302917443
60,fine_tune,0.34817640840701947,1.2238513489897247,0.8766878783175539,0.6548727498448169
61,fine_tune,0.3064987915200179,1.2894884615785065,0.8931398416886543,0.6657355679702048
62,fine_tune,0.2698705181486392,1.381492765774126,0.902762688188732,0.6688392302917443
63,fine_tune,0.23060159596822544,1.4189564323366095,0.9182058047493403,0.665114835505897
64,fine_tune,0.21448469374183726,1.459065886183158,0.9239484712090641,0.6654252017380509
65,fine_tune,0.19927632681483087,1.4810552592606074,0.9300015520720162,0.664804469273743
66,fine_tune,0.18693901482121314,1.5268536518257942,0.9321744528946143,0.6710117939168219
67,fine_tune,0.1598340519375078,1.565313895987399,0.942883749805991,0.665114835505897
68,fine_tune,0.16077503440090724,1.5721728539037676,0.9439702002172901,0.6703910614525139
69,fine_tune,0.16118780309954509,1.6047450112378945,0.9446686326245538,0.6663563004345128
70,fine_tune,0.1612630690428183,1.591938026494524,0.9414868849914636,0.6682184978274364
71,fine_tune,0.14325106175636332,1.6247723104789493,0.9496352630762067,0.6666666666666666
72,fine_tune,0.14522317717502006,1.6325083072699056,0.9468415334471519,0.6691495965238982
73,fine_tune,0.14328102350475513,1.6102455669423203,0.9520409747012262,0.6697703289882061
74,fine_tune,0.13882543186736776,1.6388864724403727,0.9512649386931553,0.6682184978274364
75,fine_tune,0.1352919277515486,1.663863930844284,0.9528170107092969,0.6679081315952824
76,fine_tune,0.13205528372487316,1.6934555603953194,0.9551451187335093,0.6638733705772812
77,fine_tune,0.12929582729271882,1.7052718298839236,0.9539810647214031,0.6707014276846679
78,fine_tune,0.13867223437400814,1.6732392635203384,0.9527394071084898,0.6694599627560521
79,fine_tune,0.12542150186725456,1.6623234268599307,0.9573180195561074,0.6663563004345128
80,fine_tune,0.12707702486541503,1.6687696868036934,0.9553779295359305,0.6660459342023588
81,fine_tune,0.12450021167229222,1.6702364080075076,0.9566971907496508,0.6731843575418994
82,fine_tune,0.12995472788144652,1.672582701745794,0.9536706503181748,0.6669770328988206
83,fine_tune,0.12257746046912905,1.6675858524998548,0.9559987583423871,0.6657355679702048
84,fine_tune,0.1190749003537301,1.6733369455805185,0.9586372807698277,0.6657355679702048
85,fine_tune,0.1210448368880785,1.6777041537061677,0.957938848362564,0.6682184978274364
86,fine_tune,0.1268488366284597,1.7040140826386891,0.9554555331367376,0.6623215394165115
87,fine_tune,0.12046778354699542,1.6708792399945724,0.9571628123544933,0.6694599627560521
88,fine_tune,0.1202285404177014,1.6658583788454422,0.956930001552072,0.6694599627560521
89,fine_tune,0.12391613082922376,1.6790797777756041,0.9562315691448083,0.6675977653631285
90,fine_tune,0.1284421815411304,1.6701065298195288,0.9567747943504579,0.664804469273743
91,fine_tune,0.12414375687286607,1.682266644333402,0.9575508303585286,0.6632526381129733
92,fine_tune,0.12331384085737436,1.71157733621544,0.9566971907496508,0.6707014276846679
93,fine_tune,0.13305909448291284,1.6998044572802968,0.9514201458947695,0.6675977653631285
94,fine_tune,0.11847979961512123,1.7113433073648823,0.9559987583423871,0.6679081315952824
95,fine_tune,0.11880254078481244,1.6860997375681266,0.9573180195561074,0.6660459342023588
96,fine_tune,0.12556804942660094,1.6825618071263062,0.9541362719230172,0.6672873991309746
97,fine_tune,0.12433985942789955,1.6702619774751528,0.9563867763464224,0.6700806952203601
98,fine_tune,0.12091628793611413,1.6606116453954554,0.9566971907496508,0.6710117939168219
99,fine_tune,0.12060434230963636,1.678873129101143,0.9557659475399659,0.6710117939168219
100,fine_tune,0.11966853499893593,1.7046726501039804,0.9581716591649853,0.6669770328988206
