epoch,phase,train_loss,val_loss,train_acc,val_acc
38,frozen,1.0785985085584169,1.3283873912638422,0.5942107713797921,0.4978274363749224
39,frozen,1.0788926220210318,1.3282226336660923,0.5914170417507373,0.49844816883923027
40,frozen,1.0821169025221171,1.3293123025467941,0.591106627347509,0.4972067039106145
41,frozen,1.0810543604006628,1.3290032758097112,0.58815769051684,0.4972067039106145
42,frozen,1.081053448374664,1.3284956379605701,0.5938227533757566,0.49751707014276847
43,frozen,1.0767126748803497,1.3287037702024094,0.5932019245693,0.4968963376784606
44,frozen,1.075203947855896,1.3293709691306361,0.5897873661337886,0.4965859714463066
45,frozen,1.0733543607216527,1.3287701392898938,0.591106627347509,0.49813780260707635
46,frozen,1.0630070106150218,1.3287543167171088,0.5905634021418594,0.4972067039106145
47,frozen,1.0695844971021657,1.3287254499397538,0.5937451497749495,0.4972067039106145
48,frozen,1.0658733180160203,1.3288718363574246,0.5932795281701071,0.4972067039106145
49,frozen,1.07867495180675,1.3288604503533323,0.5907962129442806,0.49813780260707635
50,frozen,1.0631772536364066,1.3291756218816093,0.5980909514201459,0.49844816883923027
51,fine_tune,1.024002221029182,1.1408540606868705,0.6212944280614621,0.585350713842334
52,fine_tune,0.9127742524992951,1.1084045709696413,0.6687102281545864,0.6021104903786468
53,fine_tune,0.8337383640213966,1.0585023474056923,0.6912152723886388,0.6160769708255742
54,fine_tune,0.7661796793626107,1.058455503260697,0.7207046406953282,0.6179391682184978
55,fine_tune,0.7040163617400155,1.0667887249028438,0.7418128201148533,0.6362507759155804
56,fine_tune,0.6495464521869451,1.0577506060410848,0.7641626571472916,0.6368715083798883
57,fine_tune,0.6074314500333433,1.0359672994661007,0.7772776656836877,0.6449410304158908
58,fine_tune,0.5577013627002277,1.0561681364279663,0.7960577370790005,0.6567349472377405
59,fine_tune,0.4998765692713837,1.1061268423670645,0.818717988514667,0.6641837368094351
60,fine_tune,0.4650824739199219,1.1279420380559788,0.8322210150550986,0.6480446927374302
61,fine_tune,0.4217808816432213,1.1005474188400306,0.8471985100108645,0.6629422718808193
62,fine_tune,0.3595054828887509,1.1811070593893713,0.8688499146360391,0.6734947237740534
63,fine_tune,0.3314504475395964,1.254513985987852,0.8825857519788918,0.6663563004345128
64,fine_tune,0.2994641324384657,1.2466453657913918,0.8893372652491076,0.6762880198634389
65,fine_tune,0.2881191813546124,1.2539649094801226,0.8959335713177091,0.6734947237740534
66,fine_tune,0.24824600538518438,1.3256768623099868,0.9116871022815458,0.6840471756672873
67,fine_tune,0.22921234591303638,1.3489034725671079,0.9158776967251281,0.6868404717566728
68,fine_tune,0.22293250478055932,1.4074721782567114,0.9182834083501474,0.6855990068280571
69,fine_tune,0.2074748641462517,1.3802107383862998,0.9255781468260127,0.6765983860955928
70,fine_tune,0.19045653757232328,1.4486040973574534,0.9331832997051063,0.6824953445065177
71,fine_tune,0.19945884543963513,1.4130468206476676,0.9284494800558746,0.686219739292365
72,fine_tune,0.19417642620563433,1.4426629640240614,0.9290703088623312,0.6871508379888268
73,fine_tune,0.18421723602601836,1.4031893867354153,0.9336489213099488,0.6846679081315953
74,fine_tune,0.16974470094736738,1.457789550354435,0.9393139841688655,0.6883923029174426
75,fine_tune,0.16870848639779593,1.4682864235618114,0.9371410833462672,0.6880819366852886
76,fine_tune,0.17805900242357137,1.462975638834754,0.9360546329349682,0.6846679081315953
77,fine_tune,0.17015799112767144,1.4612587856846815,0.9369858761446531,0.685909373060211
78,fine_tune,0.1740021785787964,1.483920699243291,0.93388173211237,0.6902545003103663
79,fine_tune,0.16175390913418763,1.4887568179603543,0.9416420921930777,0.6871508379888268
80,fine_tune,0.1578341722742808,1.4966517351637116,0.9437373894148688,0.6874612042209808
81,fine_tune,0.16525541132611737,1.4967950694979828,0.9405556417817786,0.6868404717566728
82,fine_tune,0.15935285788549228,1.4993169477162045,0.9431165606084122,0.686219739292365
83,fine_tune,0.1637395673377829,1.495274765457447,0.9417972993946919,0.686219739292365
84,fine_tune,0.15184521685864233,1.4935848709221289,0.944901443426975,0.6855990068280571
85,fine_tune,0.15605457538304335,1.4970046634040657,0.9434269750116405,0.6855990068280571
86,fine_tune,0.15781535518251738,1.507762321546757,0.9441254074189043,0.6877715704531348
87,fine_tune,0.14854919406247588,1.5062118328409413,0.9448238398261679,0.6871508379888268
88,fine_tune,0.15916129288726316,1.5044102543707147,0.9417972993946919,0.6874612042209808
89,fine_tune,0.15537277077288986,1.504169445538062,0.9438925966164831,0.6868404717566728
90,fine_tune,0.15468500973403815,1.5100525508083815,0.9451342542293962,0.6871508379888268
91,fine_tune,0.16342987284358015,1.509214716176673,0.9410212633866212,0.6868404717566728
92,fine_tune,0.1586410009156061,1.5086183470276704,0.9425733354027627,0.686219739292365
93,fine_tune,0.1575078807219611,1.5087222125055182,0.9407884525841999,0.686530105524519
94,fine_tune,0.15184320163443724,1.5084901649266722,0.9429613534067981,0.686219739292365
95,fine_tune,0.15695040761712137,1.5088603082167888,0.9433493714108334,0.6868404717566728
96,fine_tune,0.15531762878189503,1.509517700534515,0.9442030110197113,0.686530105524519
97,fine_tune,0.16067200737692972,1.5084873343165213,0.9411764705882353,0.6871508379888268
98,fine_tune,0.15144994736282089,1.509771959297706,0.9444358218221326,0.686530105524519
99,fine_tune,0.1606848581043456,1.508754226822501,0.9421853173987274,0.686219739292365
100,fine_tune,0.15934939778000973,1.5083387914020625,0.9432717678100264,0.686530105524519
